
1.046e-02	56
3.608e-02	52
6.595e-02	52
9.582e-02	52
1.210e-01	52
1.304e-01	52
1.508e-01	52
1.603e-01	52
1.697e-01	52
1.807e-01	52
1.902e-01	52
1.996e-01	52
2.090e-01	52
2.185e-01	52
2.279e-01	52
2.417e-01	52
2.511e-01	52
2.649e-01	52
2.787e-01	52
2.925e-01	52
3.062e-01	52
3.157e-01	52
3.247e-01	60
3.295e-01	60
3.385e-01	60
3.432e-01	60
3.480e-01	60
3.570e-01	60
3.617e-01	60
3.664e-01	60
3.755e-01	60
3.802e-01	60
3.893e-01	60
3.940e-01	60
3.987e-01	60
4.078e-01	60
4.125e-01	60
4.216e-01	60
4.263e-01	68
4.310e-01	68
4.444e-01	68
4.578e-01	68
4.625e-01	68
4.759e-01	68
4.806e-01	60
5.027e-01	52
5.074e-01	52
5.304e-01	52
5.602e-01	52
5.901e-01	52
6.213e-01	52
6.524e-01	52
6.879e-01	52
7.190e-01	52
7.545e-01	52
7.943e-01	52
8.471e-01	52
8.565e-01	52
9.093e-01	52
9.708e-01	52
1.024e+00	52
1.089e+00	52
1.099e+00	52
1.160e+00	52
1.235e+00	52
1.301e+00	60
1.305e+00	60
1.310e+00	60
1.380e+00	60
1.385e+00	60
1.433e+00	60
1.437e+00	60
1.442e+00	52
1.504e+00	52
1.565e+00	52
1.600e+00	52
1.675e+00	52
1.706e+00	52
1.741e+00	52
1.773e+00	52
1.782e+00	52
