
0.000e+00	56
2.093e-02	52
2.093e-02	588
4.651e-02	588
4.651e-02	588
7.638e-02	588
7.638e-02	588
7.638e-02	588
1.063e-01	588
1.063e-01	588
1.063e-01	588
1.314e-01	588
1.314e-01	588
1.314e-01	588
1.408e-01	588
1.408e-01	588
1.408e-01	588
1.613e-01	588
1.613e-01	588
1.613e-01	588
1.707e-01	588
1.707e-01	588
1.707e-01	588
1.802e-01	588
1.802e-01	588
1.802e-01	588
1.912e-01	588
1.912e-01	588
1.912e-01	588
2.100e-01	588
2.164e-01	540
2.195e-01	588
2.195e-01	588
2.289e-01	588
2.289e-01	588
2.328e-01	540
2.384e-01	588
2.384e-01	588
2.492e-01	540
2.521e-01	588
2.521e-01	588
2.616e-01	588
2.616e-01	588
2.655e-01	540
2.753e-01	588
2.753e-01	588
2.819e-01	540
2.891e-01	588
2.891e-01	588
2.983e-01	540
3.029e-01	588
3.029e-01	588
3.147e-01	540
3.167e-01	588
3.167e-01	588
3.261e-01	588
3.261e-01	588
3.311e-01	540
3.399e-01	588
3.399e-01	588
3.475e-01	540
3.537e-01	588
3.537e-01	588
3.638e-01	540
3.674e-01	588
3.674e-01	588
3.769e-01	588
3.769e-01	588
3.802e-01	540
3.907e-01	588
3.907e-01	588
3.966e-01	540
4.044e-01	588
4.044e-01	588
4.130e-01	540
4.164e-01	540
4.182e-01	588
4.182e-01	588
4.294e-01	540
4.320e-01	588
4.320e-01	588
4.328e-01	540
4.414e-01	588
4.414e-01	588
4.458e-01	540
4.492e-01	540
4.621e-01	540
4.655e-01	540
4.682e-01	588
4.682e-01	588
4.785e-01	540
4.819e-01	540
4.863e-01	588
4.949e-01	540
4.983e-01	540
5.044e-01	588
5.044e-01	588
5.113e-01	540
5.147e-01	540
5.225e-01	588
5.225e-01	588
5.277e-01	540
5.311e-01	540
5.407e-01	588
5.407e-01	588
5.441e-01	540
5.475e-01	540
5.604e-01	540
5.638e-01	540
5.674e-01	588
5.674e-01	588
5.768e-01	540
5.802e-01	540
5.856e-01	588
5.856e-01	588
5.932e-01	540
5.966e-01	540
6.037e-01	588
6.037e-01	588
6.096e-01	540
6.130e-01	540
6.164e-01	540
6.218e-01	588
6.218e-01	588
6.260e-01	540
6.294e-01	540
6.328e-01	540
6.424e-01	540
6.458e-01	540
6.492e-01	540
6.529e-01	588
6.529e-01	588
6.588e-01	540
6.621e-01	540
6.655e-01	540
6.751e-01	540
6.785e-01	540
6.819e-01	540
6.884e-01	588
6.884e-01	588
6.915e-01	540
6.949e-01	540
6.983e-01	540
7.079e-01	540
7.113e-01	540
7.147e-01	540
7.238e-01	588
7.238e-01	588
7.243e-01	540
7.277e-01	540
7.311e-01	540
7.407e-01	540
7.441e-01	540
7.475e-01	540
7.571e-01	540
7.604e-01	540
7.638e-01	540
7.680e-01	588
7.680e-01	588
7.727e-01	588
7.734e-01	540
7.768e-01	540
7.774e-01	588
7.802e-01	540
7.898e-01	540
7.932e-01	540
7.966e-01	540
8.062e-01	540
8.096e-01	540
8.130e-01	540
8.164e-01	540
8.168e-01	588
8.216e-01	588
8.226e-01	540
8.260e-01	540
8.294e-01	540
8.328e-01	540
8.390e-01	540
8.424e-01	540
8.458e-01	540
8.492e-01	540
8.554e-01	540
8.588e-01	540
8.621e-01	540
8.655e-01	540
8.696e-01	588
8.717e-01	540
8.744e-01	588
8.751e-01	540
8.785e-01	540
8.790e-01	588
8.819e-01	540
8.881e-01	540
8.915e-01	540
8.949e-01	540
8.983e-01	540
9.045e-01	540
9.079e-01	540
9.113e-01	540
9.147e-01	540
9.209e-01	540
9.243e-01	540
9.275e-01	588
9.275e-01	588
9.277e-01	540
9.311e-01	540
9.373e-01	540
9.407e-01	540
9.441e-01	540
9.475e-01	540
9.537e-01	540
9.571e-01	540
9.604e-01	540
9.638e-01	540
9.700e-01	540
9.734e-01	540
9.768e-01	540
9.802e-01	540
9.864e-01	540
9.890e-01	588
9.890e-01	588
9.898e-01	540
9.932e-01	540
9.966e-01	540
1.003e+00	540
1.006e+00	540
1.010e+00	540
1.013e+00	540
1.016e+00	540
1.019e+00	540
1.023e+00	540
1.026e+00	540
1.029e+00	540
1.033e+00	540
1.036e+00	540
1.039e+00	540
1.042e+00	540
1.046e+00	540
1.049e+00	540
1.050e+00	588
1.050e+00	588
1.052e+00	540
1.055e+00	540
1.059e+00	540
1.060e+00	588
1.060e+00	588
1.062e+00	540
1.066e+00	540
1.068e+00	540
1.072e+00	540
1.075e+00	540
1.079e+00	540
1.082e+00	540
1.085e+00	540
1.088e+00	540
1.092e+00	540
1.095e+00	540
1.098e+00	540
1.101e+00	540
1.105e+00	540
1.108e+00	540
1.111e+00	540
1.115e+00	540
1.118e+00	540
1.121e+00	540
1.124e+00	540
1.128e+00	540
1.130e+00	588
1.130e+00	588
1.131e+00	540
1.134e+00	540
1.137e+00	540
1.141e+00	540
1.144e+00	540
1.147e+00	540
1.150e+00	540
1.154e+00	540
1.157e+00	540
1.160e+00	540
1.164e+00	540
1.167e+00	540
1.170e+00	540
1.173e+00	540
1.177e+00	540
1.180e+00	540
1.183e+00	540
1.186e+00	540
1.190e+00	540
1.191e+00	588
1.191e+00	588
1.193e+00	540
1.197e+00	540
1.199e+00	540
1.203e+00	540
1.210e+00	540
1.213e+00	540
1.216e+00	540
1.219e+00	540
1.226e+00	540
1.229e+00	540
1.232e+00	540
1.236e+00	540
1.242e+00	540
1.246e+00	540
1.249e+00	540
1.252e+00	540
1.259e+00	540
1.262e+00	540
1.265e+00	540
1.266e+00	588
1.266e+00	588
1.268e+00	540
1.275e+00	540
1.279e+00	540
1.281e+00	540
1.285e+00	540
1.292e+00	540
1.295e+00	540
1.298e+00	540
1.301e+00	540
1.308e+00	540
1.311e+00	540
1.314e+00	540
1.318e+00	540
1.324e+00	540
1.328e+00	540
1.330e+00	540
1.334e+00	540
1.336e+00	588
1.336e+00	588
1.341e+00	540
1.344e+00	540
1.346e+00	588
1.346e+00	588
1.347e+00	540
1.350e+00	540
1.357e+00	540
1.360e+00	540
1.363e+00	540
1.367e+00	540
1.373e+00	540
1.377e+00	540
1.380e+00	540
1.383e+00	540
1.390e+00	540
1.393e+00	540
1.396e+00	540
1.399e+00	540
1.407e+00	588
1.407e+00	588
1.410e+00	540
1.412e+00	540
1.416e+00	540
1.426e+00	540
1.429e+00	540
1.432e+00	540
1.442e+00	540
1.445e+00	540
1.449e+00	540
1.459e+00	540
1.460e+00	588
1.460e+00	588
1.462e+00	540
1.465e+00	540
1.475e+00	540
1.478e+00	540
1.481e+00	540
1.492e+00	540
1.494e+00	540
1.498e+00	540
1.508e+00	540
1.511e+00	540
1.514e+00	540
1.521e+00	588
1.521e+00	588
1.521e+00	588
1.524e+00	540
1.527e+00	540
1.530e+00	540
1.531e+00	588
1.531e+00	588
1.541e+00	540
1.543e+00	540
1.547e+00	540
1.557e+00	540
1.560e+00	540
1.563e+00	540
1.573e+00	540
1.576e+00	540
1.580e+00	540
1.590e+00	540
1.592e+00	588
1.592e+00	588
1.593e+00	540
1.596e+00	540
1.609e+00	540
1.612e+00	540
1.625e+00	540
1.629e+00	540
1.632e+00	588
1.632e+00	588
1.642e+00	540
1.645e+00	540
1.658e+00	540
1.662e+00	540
1.675e+00	540
1.678e+00	540
1.680e+00	588
1.680e+00	588
1.691e+00	540
1.694e+00	540
1.707e+00	540
1.711e+00	540
1.724e+00	540
1.725e+00	588
1.725e+00	588
1.727e+00	540
1.729e+00	588
1.734e+00	588
1.740e+00	540
1.743e+00	540
1.756e+00	540
1.760e+00	540
1.765e+00	588
1.770e+00	588
1.773e+00	540
1.776e+00	540
1.789e+00	540
1.793e+00	540
1.796e+00	588
